geneID	Chr	Strand	Gene.name	Gene.type	Description	NExons	gene.LR	P.Value	FDR
ENSG00000094916	12	-	CBX5	protein_coding	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]	14	38.685988654349	0.000224367988803187	0.00734481076235501
ENSG00000230590	X	-	FTX	lncRNA	FTX transcript, XIST regulator [Source:HGNC Symbol;Acc:HGNC:37190]	63	108.763868089052	0.000224948279700286	0.00734747917575367
ENSG00000171793	1	+	CTPS1	protein_coding	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	49	90.0083137730513	0.00022940771303304	0.00747655978028697
ENSG00000128394	22	+	APOBEC3F	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	4	19.3274827071589	0.000233915159883845	0.00760503360164314
ENSG00000197863	19	-	ZNF790	protein_coding	zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]	9	29.7459682565039	0.000234382272428619	0.00760503360164314
ENSG00000086189	5	-	DIMT1	protein_coding	DIMT1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]	22	51.3174942376542	0.000238515032194666	0.00772212074562555
ENSG00000055483	17	-	USP36	protein_coding	ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]	51	92.4016037543473	0.000248084538425622	0.00801432749023649
ENSG00000196417	19	+	ZNF765	protein_coding	zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]	4	19.1968405861112	0.000248935837588255	0.00802423156129669
ENSG00000177830	11	-	CHID1	protein_coding	chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]	53	95.060414093522	0.000249850672114509	0.00803613591903675
ENSG00000170004	17	+	CHD3	protein_coding	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]	71	118.662379520883	0.000253794610095305	0.0081452034887014
ENSG00000258064	12	+	AC073612.1	protein_coding	novel protein	5	21.4403205162129	0.00025895667191798	0.00829280594352992
ENSG00000169891	X	+	REPS2	protein_coding	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	4	19.0867457355158	0.000262336607906657	0.00838282119538605
ENSG00000167553	12	+	TUBA1C	protein_coding	tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]	16	41.540131473867	0.000264433913717648	0.00843154974669844
ENSG00000023287	8	-	RB1CC1	protein_coding	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]	43	81.2237749993066	0.000267162543662564	0.00850015427795515
ENSG00000162521	1	+	RBBP4	protein_coding	RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]	47	86.6845871743209	0.000267925619014738	0.00850606097781487
ENSG00000157823	15	-	AP3S2	protein_coding	adaptor related protein complex 3 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:571]	26	56.9654216288128	0.000270172499137157	0.00855894856943971
ENSG00000141127	17	+	PRPSAP2	protein_coding	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]	41	78.3950383021881	0.000271972489912878	0.00859748229379101
ENSG00000267001	19	-	AC006538.2	protein_coding	novel protein	3	16.4042224125071	0.000274074331298965	0.0086453725361136
ENSG00000172354	7	+	GNB2	protein_coding	G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]	28	59.7809336875834	0.000281803777438739	0.00887019539626083
ENSG00000089280	16	+	FUS	protein_coding	FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]	39	75.4744643411698	0.000282550457465765	0.0088747351576294
ENSG00000184205	X	+	TSPYL2	protein_coding	TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]	18	44.5434195560939	0.000284665420167343	0.00892214107337263
ENSG00000182010	10	-	RTKN2	protein_coding	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	7	25.4089273347693	0.000286762182313498	0.0089687764493846
ENSG00000204256	6	+	BRD2	protein_coding	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	42	79.4961635088377	0.00029309378621781	0.00913904893868123
ENSG00000125247	13	-	TMTC4	protein_coding	transmembrane O-mannosyltransferase targeting cadherins 4 [Source:HGNC Symbol;Acc:HGNC:25904]	34	68.301631721387	0.000293447162310517	0.00913904893868123
ENSG00000255794	12	+	RMST	lncRNA	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	53	94.3719856967744	0.000295996475296238	0.00919899594428033
ENSG00000115241	2	-	PPM1G	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]	16	41.1856442982492	0.000299600881919763	0.00928616212231492
ENSG00000248405	22	+	PRR5-ARHGAP8	protein_coding	PRR5-ARHGAP8 readthrough [Source:HGNC Symbol;Acc:HGNC:34512]	22	50.6079043249231	0.000300061989696687	0.00928616212231492
ENSG00000086848	11	-	ALG9	protein_coding	ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]	40	76.6031409959446	0.000303273217877089	0.00936586535125239
ENSG00000130816	19	-	DNMT1	protein_coding	DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]	88	139.397480946614	0.000310349165939036	0.00956433799884506
ENSG00000160209	21	+	PDXK	protein_coding	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]	30	62.3582611707487	0.000311523112108142	0.00957170720503931
ENSG00000103260	16	+	METRN	protein_coding	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	14	37.7836717995734	0.000311905399209657	0.00957170720503931
ENSG00000175970	12	+	UNC119B	protein_coding	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]	8	27.1549709361353	0.000312537585067131	0.00957170720503931
ENSG00000167522	16	-	ANKRD11	protein_coding	ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]	76	124.048368162041	0.000318964489292006	0.00974826948498037
ENSG00000170275	3	+	CRTAP	protein_coding	cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]	10	30.8033042442214	0.000319928995207314	0.00975750316438704
ENSG00000143314	1	-	MRPL24	protein_coding	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	13	35.9957877133565	0.00032449892515369	0.0098764331951219
ENSG00000137103	9	+	TMEM8B	protein_coding	transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]	26	56.3243007630268	0.000328994657460843	0.00999261917331068
ENSG00000137497	11	-	NUMA1	protein_coding	nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]	81	130.206627220088	0.00033342020011992	0.0101061995225649
ENSG00000231748	10	-	AL596223.2	lncRNA	novel transcript	2	12.8263083775321	0.00034177942535	0.0103383012624863
ENSG00000185787	15	+	MORF4L1	protein_coding	mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]	52	92.4092823005885	0.000345233015150351	0.0104213679224996
ENSG00000158710	1	-	TAGLN2	protein_coding	transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]	9	28.7795675653552	0.000346612564647498	0.010441614907612
ENSG00000070404	19	+	FSTL3	protein_coding	follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]	9	28.7537780527676	0.000350236988763881	0.0105145919224228
ENSG00000172572	12	+	PDE3A	protein_coding	phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]	12	34.0837251853931	0.000350462604976552	0.0105145919224228
ENSG00000111652	12	+	COPS7A	protein_coding	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]	43	80.1290984590372	0.000356105220921749	0.0106621666857689
ENSG00000198663	6	+	C6orf89	protein_coding	chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:21114]	12	34.0313239465335	0.000357449556076845	0.0106807087435456
ENSG00000239521	7	-	CASTOR3	protein_coding	CASTOR family member 3 [Source:HGNC Symbol;Acc:HGNC:29954]	26	56.0421776929984	0.000358636335314945	0.0106851067728959
ENSG00000100564	14	-	PIGH	protein_coding	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]	27	57.5102782489839	0.000359047440946541	0.0106851067728959
ENSG00000176700	15	+	SCAND2P	transcribed_unprocessed_pseudogene	SCAN domain containing 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:10567]	8	26.8019517864054	0.000361767367720595	0.0107443449473631
ENSG00000136938	9	+	ANP32B	protein_coding	acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677]	10	30.3663375781093	0.000379981479147453	0.0112625898779097
ENSG00000161551	19	-	ZNF577	protein_coding	zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]	24	52.8360047612152	0.000385729568484776	0.0114052589928187
ENSG00000284770	1	+	TBCE	protein_coding	tubulin folding cofactor E [Source:HGNC Symbol;Acc:HGNC:11582]	80	128.237591980155	0.00038634337366211	0.0114052589928187
ENSG00000151914	6	-	DST	protein_coding	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]	156	221.12383551341	0.000387968353758917	0.0114303236384452
ENSG00000284461	7	+	AC027644.4	protein_coding	novel transcript	11	32.0629408444955	0.000390880187061334	0.0114931258195619
ENSG00000110077	11	-	MS4A6A	protein_coding	membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]	35	68.6129482746337	0.000399760095309507	0.0117308086932358
ENSG00000125835	20	-	SNRPB	protein_coding	small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]	10	30.2144182170041	0.000403342319293605	0.011812397028855
ENSG00000124588	6	+	NQO2	protein_coding	N-ribosyldihydronicotinamide:quinone reductase 2 [Source:HGNC Symbol;Acc:HGNC:7856]	15	38.7073139733385	0.000404694786735591	0.0118284898877024
ENSG00000011304	19	+	PTBP1	protein_coding	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	55	95.7026253809996	0.000408097858489188	0.0119043357493153
ENSG00000094975	1	+	SUCO	protein_coding	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]	41	76.7164046667913	0.000424750986863679	0.0123656260622309
ENSG00000089351	19	+	GRAMD1A	protein_coding	GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]	34	66.9626190470325	0.000427764365892707	0.0124287906784329
ENSG00000270149	1	-	AL591806.4	protein_coding	novel transcript, TSTD1 - F11R readthrough	12	33.5136602897904	0.000434201493197724	0.0125909885753852
ENSG00000180730	13	-	SHISA2	protein_coding	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	2	12.360525503201	0.000438507245383819	0.0126908648953812
ENSG00000132669	20	+	RIN2	protein_coding	Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]	20	46.3440704426405	0.000442971456913726	0.0127949265329335
ENSG00000267796	19	+	LIN37	protein_coding	lin-37 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:33234]	27	56.7744327174279	0.000447975786146181	0.0129141512832082
ENSG00000269693	19	-	AC010422.6	protein_coding	novel transcript	4	17.9541449851433	0.000449532278045975	0.0129337109138579
ENSG00000148337	9	-	CIZ1	protein_coding	CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]	64	106.956421509882	0.000459735456577508	0.0132014873505717
ENSG00000177410	20	+	ZFAS1	lncRNA	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]	16	39.9024389560959	0.000469132697585741	0.0134451240625205
ENSG00000130810	19	+	PPAN	protein_coding	peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]	25	53.501412859375	0.00049655200034848	0.0142033155672494
ENSG00000227354	13	+	RBM26-AS1	lncRNA	RBM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39805]	9	27.8724785541852	0.000499113219930393	0.0142489086100671
ENSG00000065883	7	+	CDK13	protein_coding	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]	50	88.1822642229653	0.00050593575961139	0.014415744051906
ENSG00000173418	20	+	NAA20	protein_coding	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]	13	34.6658261196034	0.000529253906567047	0.0150409175184648
ENSG00000089006	20	-	SNX5	protein_coding	sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]	42	77.2349681130192	0.00052991895947887	0.0150409175184648
ENSG00000148688	10	+	RPP30	protein_coding	ribonuclease P/MRP subunit p30 [Source:HGNC Symbol;Acc:HGNC:17688]	29	59.0881339838578	0.000531861078828537	0.0150670106773523
ENSG00000213626	2	+	LBH	protein_coding	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]	15	37.927227023034	0.000533143898949816	0.0150743623328786
ENSG00000104824	19	-	HNRNPL	protein_coding	heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]	34	66.1267166458038	0.000539737828312615	0.0152234251067324
ENSG00000049245	1	+	VAMP3	protein_coding	vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]	8	25.8284203829362	0.000540482745965723	0.0152234251067324
ENSG00000168283	10	+	BMI1	protein_coding	BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]	25	53.215725907951	0.000541745541708935	0.0152298732345693
ENSG00000242265	7	+	PEG10	protein_coding	paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]	16	39.4804238899388	0.000543002218756524	0.0152361251133378
ENSG00000115685	2	+	PPP1R7	protein_coding	protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	41	75.7475079893386	0.000547393256106604	0.0153216183374867
ENSG00000135632	2	+	SMYD5	protein_coding	SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258]	27	56.0939628344357	0.000548836027880021	0.0153216183374867
ENSG00000172164	8	-	SNTB1	protein_coding	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	12	32.8852288562787	0.000549169403448034	0.0153216183374867
ENSG00000183023	2	-	SLC8A1	protein_coding	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	18	42.5886351336139	0.000551134042643786	0.0153473640495002
ENSG00000172765	3	-	TMCC1	protein_coding	transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]	21	47.1529645098661	0.000558586150358805	0.015508570133524
ENSG00000269609	10	+	RPARP-AS1	lncRNA	RPARP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45238]	21	47.1504908223249	0.000559028629482127	0.015508570133524
ENSG00000272325	6	-	NUDT3	protein_coding	nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]	5	19.7177544390659	0.000567713142766089	0.0157198915527956
ENSG00000007372	11	-	PAX6	protein_coding	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	110	163.488310639394	0.000571050456424932	0.0157826346596542
ENSG00000130731	16	-	METTL26	protein_coding	methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]	32	63.0999165586625	0.000572901656558188	0.0158041466343795
ENSG00000162599	1	+	NFIA	protein_coding	nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]	37	70.0638720287846	0.000575871460768473	0.0158563784833278
ENSG00000108788	17	+	MLX	protein_coding	MAX dimerization protein MLX [Source:HGNC Symbol;Acc:HGNC:11645]	27	55.920997056508	0.000577766668376184	0.0158788820743462
ENSG00000093010	22	+	COMT	protein_coding	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	21	47.0160611468669	0.000583590339832089	0.0160090675904404
ENSG00000163618	3	-	CADPS	protein_coding	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	58	97.846047782825	0.000621080541522666	0.0169793582734646
ENSG00000178234	7	+	GALNT11	protein_coding	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	34	65.6171385662268	0.000621266316570321	0.0169793582734646
ENSG00000198242	17	+	RPL23A	protein_coding	ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317]	15	37.3774108537034	0.000646629207695347	0.0176106255482875
ENSG00000102755	13	-	FLT1	protein_coding	fms related tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]	31	61.2571222797731	0.000646755035070502	0.0176106255482875
ENSG00000175265	15	-	GOLGA8A	protein_coding	golgin A8 family member A [Source:HGNC Symbol;Acc:HGNC:31972]	4	17.1638794946502	0.000653956965523925	0.0177738746478468
ENSG00000048405	7	-	ZNF800	protein_coding	zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]	16	38.9134297109076	0.000660216146055159	0.0179087956913356
ENSG00000182899	3	+	RPL35A	protein_coding	ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]	22	48.1242911038107	0.000661352580007233	0.0179087956913356
ENSG00000146263	6	-	MMS22L	protein_coding	MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]	28	56.8542932459747	0.000671125114028796	0.0181400808344187
ENSG00000131196	18	+	NFATC1	protein_coding	nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]	18	41.9029280074246	0.000692667266718502	0.0186792076252728
ENSG00000141994	19	-	DUS3L	protein_coding	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]	39	72.1108801011502	0.00069360712585868	0.0186792076252728
ENSG00000099364	16	+	FBXL19	protein_coding	F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]	23	49.4323106494899	0.000699379917278842	0.0188003021194062
ENSG00000110076	11	-	NRXN2	protein_coding	neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]	35	66.5543917503093	0.000703375642348793	0.0188732724725684
ENSG00000185565	3	-	LSAMP	protein_coding	limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	19	43.3367159122035	0.000717035898127113	0.01920482875511
ENSG00000108465	17	+	CDK5RAP3	protein_coding	CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]	83	128.684030415149	0.000763489968458995	0.0203712287744564
ENSG00000165389	14	-	SPTSSA	protein_coding	serine palmitoyltransferase small subunit A [Source:HGNC Symbol;Acc:HGNC:20361]	2	11.3277317125719	0.000763581157003356	0.0203712287744564
ENSG00000263001	7	+	GTF2I	protein_coding	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	37	69.0018560464034	0.000764733521979119	0.0203712287744564
ENSG00000101220	20	-	C20orf27	protein_coding	chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]	9	26.7876330694352	0.000769212862033918	0.0204535643874037
ENSG00000171570	19	+	RAB4B-EGLN2	protein_coding	RAB4B-EGLN2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44465]	16	38.3995733130631	0.000787356423218051	0.0208982837304957
ENSG00000172456	1	+	FGGY	protein_coding	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	19	42.9478822625326	0.000813914385362825	0.0215643395877334
ENSG00000179950	8	-	PUF60	protein_coding	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	42	75.5262355592244	0.000820975882867385	0.0216898633984015
ENSG00000123562	X	-	MORF4L2	protein_coding	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]	31	60.4073870870428	0.000821596889302019	0.0216898633984015
ENSG00000114853	3	+	ZBTB47	protein_coding	zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955]	9	26.6027302983041	0.000827729063490268	0.0218126598108679
ENSG00000165507	10	-	DEPP1	protein_coding	DEPP1 autophagy regulator [Source:HGNC Symbol;Acc:HGNC:23355]	5	18.8411033709094	0.000844495031016076	0.0222147433962461
ENSG00000267228	18	-	AC012254.2	protein_coding	novel transcript	13	33.3544110905043	0.000852067082359688	0.022373975383673
ENSG00000006704	7	+	GTF2IRD1	protein_coding	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	39	71.3012477452152	0.000856650195824849	0.0224542954354019
ENSG00000134686	1	-	PHC2	protein_coding	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	20	44.2847558008559	0.000862320636831465	0.0225627802862599
ENSG00000162961	2	-	DPY30	protein_coding	dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]	18	41.2334915071882	0.000864395148384222	0.0225726358793809
ENSG00000161682	17	-	FAM171A2	protein_coding	family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]	14	34.9369487430968	0.000865761949076792	0.0225726358793809
ENSG00000157985	2	+	AGAP1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]	38	69.8862658285842	0.000868703287337983	0.0226093076427135
ENSG00000148288	9	-	GBGT1	protein_coding	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]	21	45.7312295849474	0.000877342813310704	0.02277872563212
ENSG00000184305	4	+	CCSER1	protein_coding	coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]	11	29.9336648062229	0.000878305353271616	0.02277872563212
ENSG00000079805	19	+	DNM2	protein_coding	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]	55	92.3618582334955	0.000893618554615917	0.0231351404710845
ENSG00000198453	19	+	ZNF568	protein_coding	zinc finger protein 568 [Source:HGNC Symbol;Acc:HGNC:25392]	14	34.7573405088613	0.00092244272552488	0.0238394803328193
ENSG00000171533	11	-	MAP6	protein_coding	microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]	9	26.3009373775822	0.000932707874472919	0.0240625563902987
ENSG00000117114	1	+	ADGRL2	protein_coding	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	39	70.936894691903	0.000941409744884876	0.0242445925732502
ENSG00000265794	17	+	AC005899.4	lncRNA	novel transcript	8	24.4288599651547	0.000957492997599259	0.0245918375634917
ENSG00000144746	3	+	ARL6IP5	protein_coding	ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937]	12	31.3804236214722	0.000958231943618507	0.0245918375634917
ENSG00000196411	7	-	EPHB4	protein_coding	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	32	61.196401751471	0.000973370824031533	0.0249369141022757
ENSG00000181090	9	+	EHMT1	protein_coding	euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]	93	139.787217980543	0.000977391490778154	0.0249964480046059
ENSG00000127564	16	-	PKMYT1	protein_coding	protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]	44	77.4338199739501	0.000996236798390379	0.0254342535131519
ENSG00000182841	22	-	RRP7BP	transcribed_unprocessed_pseudogene	ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]	10	27.8711569166201	0.00100231130190424	0.0255450653777705
ENSG00000125695	17	-	AC046185.1	protein_coding	novel transcript	11	29.5349213830406	0.00102021577350921	0.0259564741961384
ENSG00000103187	16	-	COTL1	protein_coding	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	12	31.1996013242179	0.00102393544525	0.0260061949034099
ENSG00000112081	6	+	SRSF3	protein_coding	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]	19	42.2316663300313	0.00102638914424188	0.0260236462716473
ENSG00000137073	9	-	UBAP2	protein_coding	ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]	39	70.5758056812628	0.00103325750048341	0.0261527770440226
ENSG00000198467	9	-	TPM2	protein_coding	tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]	27	53.8295965695567	0.00106657658680674	0.0269498108066039
ENSG00000088247	19	-	KHSRP	protein_coding	KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]	43	75.8051515907709	0.00107179761415473	0.027035360709098
ENSG00000131462	17	+	TUBG1	protein_coding	tubulin gamma 1 [Source:HGNC Symbol;Acc:HGNC:12417]	19	42.0721206961092	0.00108052761949542	0.0272089783979266
ENSG00000102904	16	+	TSNAXIP1	protein_coding	translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]	8	24.1243628240108	0.00108339432744581	0.0272346106443757
ENSG00000163913	3	+	IFT122	protein_coding	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]	73	114.419189799985	0.00108951748565575	0.0273418774807407
ENSG00000213397	X	-	HAUS7	protein_coding	HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]	27	53.710180781565	0.00110406009407457	0.0276597096017219
ENSG00000123159	19	-	GIPC1	protein_coding	GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]	19	41.99643459025	0.00110716162224969	0.0276903189428866
ENSG00000285827	11	+	AP001267.5	protein_coding	novel protein	10	27.5896126779686	0.0011166597706812	0.0278805340371266
ENSG00000070756	8	-	PABPC1	protein_coding	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	64	102.901021587415	0.00112410871984772	0.0280190280068981
ENSG00000259112	11	-	NDUFC2-KCTD14	protein_coding	NDUFC2-KCTD14 readthrough [Source:HGNC Symbol;Acc:HGNC:42956]	7	22.1182739510231	0.00115254131661329	0.0286791995524163
ENSG00000077380	2	+	DYNC1I2	protein_coding	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	55	91.236243968729	0.00115594914430831	0.0287154921497567
ENSG00000116030	2	-	SUMO1	protein_coding	small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]	24	49.2032356922115	0.00117061858325708	0.0290309467171043
ENSG00000197355	9	+	UAP1L1	protein_coding	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]	12	30.8227074061064	0.00117524039423472	0.0290965819285237
ENSG00000251184	9	+	AL672142.1	protein_coding	novel protein	5	17.9932246343212	0.00123786637114683	0.0305660588393134
ENSG00000176978	9	-	DPP7	protein_coding	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	38	68.5143334679649	0.00124004760138032	0.0305660588393134
ENSG00000127125	1	+	PPCS	protein_coding	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]	15	35.4960168979318	0.00124081889796412	0.0305660588393134
ENSG00000149806	11	-	FAU	protein_coding	FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597]	18	40.1222202151619	0.00124379256053371	0.0305881606163975
ENSG00000267261	17	-	AC099811.2	protein_coding	novel protein	10	27.2719622900837	0.00126094736696251	0.0309583594378746
ENSG00000164713	7	+	BRI3	protein_coding	brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]	10	27.2645139928686	0.00126453952135457	0.0309948946573613
